Cell,sector_name,sector_id,focus_area,indicator_name,year,indicator_item,state_name,district_name,indicator_value,indicator_unit,source
H21,Agriculture and Allied Sectors,1,Growth of Horticulture in Bihar ,"Area, Production and Yield of Sugarcane",2022-23,Production in Million Tonnes,Bihar,Supaul,0,Million Tonnes,"
Directorate of Economics and Statistics, Government of Bihar"
H21,Agriculture and Allied Sectors,1,Growth of Horticulture in Bihar ,"Area, Production and Yield of Sugarcane",2022-23,Production in Million Tonnes,Bihar,Madhepura,0,Million Tonnes,"
Directorate of Economics and Statistics, Government of Bihar"
H21,Agriculture and Allied Sectors,1,Growth of Horticulture in Bihar ,"Area, Production and Yield of Sugarcane",2022-23,Production in Million Tonnes,Bihar,Purnea,759,Million Tonnes,"
Directorate of Economics and Statistics, Government of Bihar"
H21,Agriculture and Allied Sectors,1,Growth of Horticulture in Bihar ,"Area, Production and Yield of Sugarcane",2022-23,Production in Million Tonnes,Bihar,Kishanganj,4289,Million Tonnes,"
Directorate of Economics and Statistics, Government of Bihar"
H21,Agriculture and Allied Sectors,1,Growth of Horticulture in Bihar ,"Area, Production and Yield of Sugarcane",2022-23,Production in Million Tonnes,Bihar,Araria,0,Million Tonnes,"
Directorate of Economics and Statistics, Government of Bihar"
H21,Agriculture and Allied Sectors,1,Growth of Horticulture in Bihar ,"Area, Production and Yield of Sugarcane",2022-23,Production in Million Tonnes,Bihar,Katihar,0,Million Tonnes,"
Directorate of Economics and Statistics, Government of Bihar"
H21,Agriculture and Allied Sectors,1,Growth of Horticulture in Bihar ,"Area, Production and Yield of Sugarcane",2022-23,Yield in kg/hectare,Bihar,Patna,73639,Kg/Hectare,"
Directorate of Economics and Statistics, Government of Bihar"
H21,Agriculture and Allied Sectors,1,Growth of Horticulture in Bihar ,"Area, Production and Yield of Sugarcane",2022-23,Yield in kg/hectare,Bihar,Nalanda,73639,Kg/Hectare,"
Directorate of Economics and Statistics, Government of Bihar"
H21,Agriculture and Allied Sectors,1,Growth of Horticulture in Bihar ,"Area, Production and Yield of Sugarcane",2022-23,Yield in kg/hectare,Bihar,Bhojpur,68961,Kg/Hectare,"
Directorate of Economics and Statistics, Government of Bihar"
H21,Agriculture and Allied Sectors,1,Growth of Horticulture in Bihar ,"Area, Production and Yield of Sugarcane",2022-23,Yield in kg/hectare,Bihar,Buxar,73639,Kg/Hectare,"
Directorate of Economics and Statistics, Government of Bihar"
H21,Agriculture and Allied Sectors,1,Growth of Horticulture in Bihar ,"Area, Production and Yield of Sugarcane",2022-23,Yield in kg/hectare,Bihar,Rohtas,0,Kg/Hectare,"
Directorate of Economics and Statistics, Government of Bihar"
H21,Agriculture and Allied Sectors,1,Growth of Horticulture in Bihar ,"Area, Production and Yield of Sugarcane",2022-23,Yield in kg/hectare,Bihar,Kaimur (Bhabua),68961,Kg/Hectare,"
Directorate of Economics and Statistics, Government of Bihar"
H21,Agriculture and Allied Sectors,1,Growth of Horticulture in Bihar ,"Area, Production and Yield of Sugarcane",2022-23,Yield in kg/hectare,Bihar,Gaya,0,Kg/Hectare,"
Directorate of Economics and Statistics, Government of Bihar"
H21,Agriculture and Allied Sectors,1,Growth of Horticulture in Bihar ,"Area, Production and Yield of Sugarcane",2022-23,Yield in kg/hectare,Bihar,Jehanabad,0,Kg/Hectare,"
Directorate of Economics and Statistics, Government of Bihar"
H21,Agriculture and Allied Sectors,1,Growth of Horticulture in Bihar ,"Area, Production and Yield of Sugarcane",2022-23,Yield in kg/hectare,Bihar,Arwal,0,Kg/Hectare,"
Directorate of Economics and Statistics, Government of Bihar"
H21,Agriculture and Allied Sectors,1,Growth of Horticulture in Bihar ,"Area, Production and Yield of Sugarcane",2022-23,Yield in kg/hectare,Bihar,Nawada,0,Kg/Hectare,"
Directorate of Economics and Statistics, Government of Bihar"
H21,Agriculture and Allied Sectors,1,Growth of Horticulture in Bihar ,"Area, Production and Yield of Sugarcane",2022-23,Yield in kg/hectare,Bihar,Aurangabad,0,Kg/Hectare,"
Directorate of Economics and Statistics, Government of Bihar"
H21,Agriculture and Allied Sectors,1,Growth of Horticulture in Bihar ,"Area, Production and Yield of Sugarcane",2022-23,Yield in kg/hectare,Bihar,Saran,80762,Kg/Hectare,"
Directorate of Economics and Statistics, Government of Bihar"
H21,Agriculture and Allied Sectors,1,Growth of Horticulture in Bihar ,"Area, Production and Yield of Sugarcane",2022-23,Yield in kg/hectare,Bihar,Siwan,58717,Kg/Hectare,"
Directorate of Economics and Statistics, Government of Bihar"
H21,Agriculture and Allied Sectors,1,Growth of Horticulture in Bihar ,"Area, Production and Yield of Sugarcane",2022-23,Yield in kg/hectare,Bihar,Gopalganj,63328,Kg/Hectare,"
Directorate of Economics and Statistics, Government of Bihar"
H21,Agriculture and Allied Sectors,1,Growth of Horticulture in Bihar ,"Area, Production and Yield of Sugarcane",2022-23,Yield in kg/hectare,Bihar,Muzaffarpur,34866,Kg/Hectare,"
Directorate of Economics and Statistics, Government of Bihar"
H21,Agriculture and Allied Sectors,1,Growth of Horticulture in Bihar ,"Area, Production and Yield of Sugarcane",2022-23,Yield in kg/hectare,Bihar,Purbi Champaran,80953,Kg/Hectare,"
Directorate of Economics and Statistics, Government of Bihar"
H21,Agriculture and Allied Sectors,1,Growth of Horticulture in Bihar ,"Area, Production and Yield of Sugarcane",2022-23,Yield in kg/hectare,Bihar,Pashchim Champaran,66896,Kg/Hectare,"
Directorate of Economics and Statistics, Government of Bihar"
H21,Agriculture and Allied Sectors,1,Growth of Horticulture in Bihar ,"Area, Production and Yield of Sugarcane",2022-23,Yield in kg/hectare,Bihar,Sitamarhi,68870,Kg/Hectare,"
Directorate of Economics and Statistics, Government of Bihar"
H21,Agriculture and Allied Sectors,1,Growth of Horticulture in Bihar ,"Area, Production and Yield of Sugarcane",2022-23,Yield in kg/hectare,Bihar,Sheohar,67441,Kg/Hectare,"
Directorate of Economics and Statistics, Government of Bihar"
H21,Agriculture and Allied Sectors,1,Growth of Horticulture in Bihar ,"Area, Production and Yield of Sugarcane",2022-23,Yield in kg/hectare,Bihar,Vaishali,0,Kg/Hectare,"
Directorate of Economics and Statistics, Government of Bihar"
H21,Agriculture and Allied Sectors,1,Growth of Horticulture in Bihar ,"Area, Production and Yield of Sugarcane",2022-23,Yield in kg/hectare,Bihar,Darbhanga,46317,Kg/Hectare,"
Directorate of Economics and Statistics, Government of Bihar"
H21,Agriculture and Allied Sectors,1,Growth of Horticulture in Bihar ,"Area, Production and Yield of Sugarcane",2022-23,Yield in kg/hectare,Bihar,Madhubani,107042,Kg/Hectare,"
Directorate of Economics and Statistics, Government of Bihar"
H21,Agriculture and Allied Sectors,1,Growth of Horticulture in Bihar ,"Area, Production and Yield of Sugarcane",2022-23,Yield in kg/hectare,Bihar,Samastipur,105371,Kg/Hectare,"
Directorate of Economics and Statistics, Government of Bihar"
H21,Agriculture and Allied Sectors,1,Growth of Horticulture in Bihar ,"Area, Production and Yield of Sugarcane",2022-23,Yield in kg/hectare,Bihar,Begusarai,85346,Kg/Hectare,"
Directorate of Economics and Statistics, Government of Bihar"
H21,Agriculture and Allied Sectors,1,Growth of Horticulture in Bihar ,"Area, Production and Yield of Sugarcane",2022-23,Yield in kg/hectare,Bihar,Munger,84356,Kg/Hectare,"
Directorate of Economics and Statistics, Government of Bihar"
H21,Agriculture and Allied Sectors,1,Growth of Horticulture in Bihar ,"Area, Production and Yield of Sugarcane",2022-23,Yield in kg/hectare,Bihar,Sheikhpura,74751,Kg/Hectare,"
Directorate of Economics and Statistics, Government of Bihar"
H21,Agriculture and Allied Sectors,1,Growth of Horticulture in Bihar ,"Area, Production and Yield of Sugarcane",2022-23,Yield in kg/hectare,Bihar,Lakhisarai,0,Kg/Hectare,"
Directorate of Economics and Statistics, Government of Bihar"
H21,Agriculture and Allied Sectors,1,Growth of Horticulture in Bihar ,"Area, Production and Yield of Sugarcane",2022-23,Yield in kg/hectare,Bihar,Jamui,0,Kg/Hectare,"
Directorate of Economics and Statistics, Government of Bihar"
H21,Agriculture and Allied Sectors,1,Growth of Horticulture in Bihar ,"Area, Production and Yield of Sugarcane",2022-23,Yield in kg/hectare,Bihar,Khagaria,74751,Kg/Hectare,"
Directorate of Economics and Statistics, Government of Bihar"
H21,Agriculture and Allied Sectors,1,Growth of Horticulture in Bihar ,"Area, Production and Yield of Sugarcane",2022-23,Yield in kg/hectare,Bihar,Bhagalpur,39528,Kg/Hectare,"
Directorate of Economics and Statistics, Government of Bihar"
H21,Agriculture and Allied Sectors,1,Growth of Horticulture in Bihar ,"Area, Production and Yield of Sugarcane",2022-23,Yield in kg/hectare,Bihar,Banka,51128,Kg/Hectare,"
Directorate of Economics and Statistics, Government of Bihar"
H21,Agriculture and Allied Sectors,1,Growth of Horticulture in Bihar ,"Area, Production and Yield of Sugarcane",2022-23,Yield in kg/hectare,Bihar,Saharsa,68873,Kg/Hectare,"
Directorate of Economics and Statistics, Government of Bihar"
H21,Agriculture and Allied Sectors,1,Growth of Horticulture in Bihar ,"Area, Production and Yield of Sugarcane",2022-23,Yield in kg/hectare,Bihar,Supaul,0,Kg/Hectare,"
Directorate of Economics and Statistics, Government of Bihar"
H21,Agriculture and Allied Sectors,1,Growth of Horticulture in Bihar ,"Area, Production and Yield of Sugarcane",2022-23,Yield in kg/hectare,Bihar,Madhepura,0,Kg/Hectare,"
Directorate of Economics and Statistics, Government of Bihar"
H21,Agriculture and Allied Sectors,1,Growth of Horticulture in Bihar ,"Area, Production and Yield of Sugarcane",2022-23,Yield in kg/hectare,Bihar,Purnea,68961,Kg/Hectare,"
Directorate of Economics and Statistics, Government of Bihar"
H21,Agriculture and Allied Sectors,1,Growth of Horticulture in Bihar ,"Area, Production and Yield of Sugarcane",2022-23,Yield in kg/hectare,Bihar,Kishanganj,67018,Kg/Hectare,"
Directorate of Economics and Statistics, Government of Bihar"
H21,Agriculture and Allied Sectors,1,Growth of Horticulture in Bihar ,"Area, Production and Yield of Sugarcane",2022-23,Yield in kg/hectare,Bihar,Araria,0,Kg/Hectare,"
Directorate of Economics and Statistics, Government of Bihar"
H21,Agriculture and Allied Sectors,1,Growth of Horticulture in Bihar ,"Area, Production and Yield of Sugarcane",2022-23,Yield in kg/hectare,Bihar,Katihar,0,Kg/Hectare,"
Directorate of Economics and Statistics, Government of Bihar"
H21,Agriculture and Allied Sectors,1,Growth of Horticulture in Bihar ,"Area, Production and Yield of Rape and Mustard",2022-23,Area in Hectare,Bihar,Patna,4150,Hectare,"
Directorate of Economics and Statistics, Government of Bihar"
H21,Agriculture and Allied Sectors,1,Growth of Horticulture in Bihar ,"Area, Production and Yield of Rape and Mustard",2022-23,Area in Hectare,Bihar,Nalanda,3122,Hectare,"
Directorate of Economics and Statistics, Government of Bihar"
H21,Agriculture and Allied Sectors,1,Growth of Horticulture in Bihar ,"Area, Production and Yield of Rape and Mustard",2022-23,Area in Hectare,Bihar,Bhojpur,1076,Hectare,"
Directorate of Economics and Statistics, Government of Bihar"
H21,Agriculture and Allied Sectors,1,Growth of Horticulture in Bihar ,"Area, Production and Yield of Rape and Mustard",2022-23,Area in Hectare,Bihar,Buxar,1218,Hectare,"
Directorate of Economics and Statistics, Government of Bihar"
H21,Agriculture and Allied Sectors,1,Growth of Horticulture in Bihar ,"Area, Production and Yield of Rape and Mustard",2022-23,Area in Hectare,Bihar,Rohtas,4983,Hectare,"
Directorate of Economics and Statistics, Government of Bihar"
H21,Agriculture and Allied Sectors,1,Growth of Horticulture in Bihar ,"Area, Production and Yield of Rape and Mustard",2022-23,Area in Hectare,Bihar,Kaimur (Bhabua),1987,Hectare,"
Directorate of Economics and Statistics, Government of Bihar"
H21,Agriculture and Allied Sectors,1,Growth of Horticulture in Bihar ,"Area, Production and Yield of Rape and Mustard",2022-23,Area in Hectare,Bihar,Gaya,888,Hectare,"
Directorate of Economics and Statistics, Government of Bihar"
H21,Agriculture and Allied Sectors,1,Growth of Horticulture in Bihar ,"Area, Production and Yield of Rape and Mustard",2022-23,Area in Hectare,Bihar,Jehanabad,178,Hectare,"
Directorate of Economics and Statistics, Government of Bihar"
H21,Agriculture and Allied Sectors,1,Growth of Horticulture in Bihar ,"Area, Production and Yield of Rape and Mustard",2022-23,Area in Hectare,Bihar,Arwal,248,Hectare,"
Directorate of Economics and Statistics, Government of Bihar"
H21,Agriculture and Allied Sectors,1,Growth of Horticulture in Bihar ,"Area, Production and Yield of Rape and Mustard",2022-23,Area in Hectare,Bihar,Nawada,443,Hectare,"
Directorate of Economics and Statistics, Government of Bihar"
H21,Agriculture and Allied Sectors,1,Growth of Horticulture in Bihar ,"Area, Production and Yield of Rape and Mustard",2022-23,Area in Hectare,Bihar,Aurangabad,3490,Hectare,"
Directorate of Economics and Statistics, Government of Bihar"
H21,Agriculture and Allied Sectors,1,Growth of Horticulture in Bihar ,"Area, Production and Yield of Rape and Mustard",2022-23,Area in Hectare,Bihar,Saran,3573,Hectare,"
Directorate of Economics and Statistics, Government of Bihar"
H21,Agriculture and Allied Sectors,1,Growth of Horticulture in Bihar ,"Area, Production and Yield of Rape and Mustard",2022-23,Area in Hectare,Bihar,Siwan,2030,Hectare,"
Directorate of Economics and Statistics, Government of Bihar"
H21,Agriculture and Allied Sectors,1,Growth of Horticulture in Bihar ,"Area, Production and Yield of Rape and Mustard",2022-23,Area in Hectare,Bihar,Gopalganj,2377,Hectare,"
Directorate of Economics and Statistics, Government of Bihar"
H21,Agriculture and Allied Sectors,1,Growth of Horticulture in Bihar ,"Area, Production and Yield of Rape and Mustard",2022-23,Area in Hectare,Bihar,Muzaffarpur,5095,Hectare,"
Directorate of Economics and Statistics, Government of Bihar"
H21,Agriculture and Allied Sectors,1,Growth of Horticulture in Bihar ,"Area, Production and Yield of Rape and Mustard",2022-23,Area in Hectare,Bihar,Purbi Champaran,2057,Hectare,"
Directorate of Economics and Statistics, Government of Bihar"
H21,Agriculture and Allied Sectors,1,Growth of Horticulture in Bihar ,"Area, Production and Yield of Rape and Mustard",2022-23,Area in Hectare,Bihar,Pashchim Champaran,3324,Hectare,"
Directorate of Economics and Statistics, Government of Bihar"
H21,Agriculture and Allied Sectors,1,Growth of Horticulture in Bihar ,"Area, Production and Yield of Rape and Mustard",2022-23,Area in Hectare,Bihar,Sitamarhi,686,Hectare,"
Directorate of Economics and Statistics, Government of Bihar"
H21,Agriculture and Allied Sectors,1,Growth of Horticulture in Bihar ,"Area, Production and Yield of Rape and Mustard",2022-23,Area in Hectare,Bihar,Sheohar,417,Hectare,"
Directorate of Economics and Statistics, Government of Bihar"
H21,Agriculture and Allied Sectors,1,Growth of Horticulture in Bihar ,"Area, Production and Yield of Rape and Mustard",2022-23,Area in Hectare,Bihar,Vaishali,2879,Hectare,"
Directorate of Economics and Statistics, Government of Bihar"
H21,Agriculture and Allied Sectors,1,Growth of Horticulture in Bihar ,"Area, Production and Yield of Rape and Mustard",2022-23,Area in Hectare,Bihar,Darbhanga,753,Hectare,"
Directorate of Economics and Statistics, Government of Bihar"
H21,Agriculture and Allied Sectors,1,Growth of Horticulture in Bihar ,"Area, Production and Yield of Rape and Mustard",2022-23,Area in Hectare,Bihar,Madhubani,379,Hectare,"
Directorate of Economics and Statistics, Government of Bihar"
H21,Agriculture and Allied Sectors,1,Growth of Horticulture in Bihar ,"Area, Production and Yield of Rape and Mustard",2022-23,Area in Hectare,Bihar,Samastipur,7129,Hectare,"
Directorate of Economics and Statistics, Government of Bihar"
H21,Agriculture and Allied Sectors,1,Growth of Horticulture in Bihar ,"Area, Production and Yield of Rape and Mustard",2022-23,Area in Hectare,Bihar,Begusarai,9916,Hectare,"
Directorate of Economics and Statistics, Government of Bihar"
H21,Agriculture and Allied Sectors,1,Growth of Horticulture in Bihar ,"Area, Production and Yield of Rape and Mustard",2022-23,Area in Hectare,Bihar,Munger,502,Hectare,"
Directorate of Economics and Statistics, Government of Bihar"
H21,Agriculture and Allied Sectors,1,Growth of Horticulture in Bihar ,"Area, Production and Yield of Rape and Mustard",2022-23,Area in Hectare,Bihar,Sheikhpura,1143,Hectare,"
Directorate of Economics and Statistics, Government of Bihar"
H21,Agriculture and Allied Sectors,1,Growth of Horticulture in Bihar ,"Area, Production and Yield of Rape and Mustard",2022-23,Area in Hectare,Bihar,Lakhisarai,3237,Hectare,"
Directorate of Economics and Statistics, Government of Bihar"
H21,Agriculture and Allied Sectors,1,Growth of Horticulture in Bihar ,"Area, Production and Yield of Rape and Mustard",2022-23,Area in Hectare,Bihar,Jamui,1141,Hectare,"
Directorate of Economics and Statistics, Government of Bihar"
H21,Agriculture and Allied Sectors,1,Growth of Horticulture in Bihar ,"Area, Production and Yield of Rape and Mustard",2022-23,Area in Hectare,Bihar,Khagaria,2687,Hectare,"
Directorate of Economics and Statistics, Government of Bihar"
H21,Agriculture and Allied Sectors,1,Growth of Horticulture in Bihar ,"Area, Production and Yield of Rape and Mustard",2022-23,Area in Hectare,Bihar,Bhagalpur,1196,Hectare,"
Directorate of Economics and Statistics, Government of Bihar"
H21,Agriculture and Allied Sectors,1,Growth of Horticulture in Bihar ,"Area, Production and Yield of Rape and Mustard",2022-23,Area in Hectare,Bihar,Banka,431,Hectare,"
Directorate of Economics and Statistics, Government of Bihar"
H21,Agriculture and Allied Sectors,1,Growth of Horticulture in Bihar ,"Area, Production and Yield of Rape and Mustard",2022-23,Area in Hectare,Bihar,Saharsa,1191,Hectare,"
Directorate of Economics and Statistics, Government of Bihar"
H21,Agriculture and Allied Sectors,1,Growth of Horticulture in Bihar ,"Area, Production and Yield of Rape and Mustard",2022-23,Area in Hectare,Bihar,Supaul,1011,Hectare,"
Directorate of Economics and Statistics, Government of Bihar"
H21,Agriculture and Allied Sectors,1,Growth of Horticulture in Bihar ,"Area, Production and Yield of Rape and Mustard",2022-23,Area in Hectare,Bihar,Madhepura,1113,Hectare,"
Directorate of Economics and Statistics, Government of Bihar"
H21,Agriculture and Allied Sectors,1,Growth of Horticulture in Bihar ,"Area, Production and Yield of Rape and Mustard",2022-23,Area in Hectare,Bihar,Purnea,383,Hectare,"
Directorate of Economics and Statistics, Government of Bihar"
H21,Agriculture and Allied Sectors,1,Growth of Horticulture in Bihar ,"Area, Production and Yield of Rape and Mustard",2022-23,Area in Hectare,Bihar,Kishanganj,1146,Hectare,"
Directorate of Economics and Statistics, Government of Bihar"
H21,Agriculture and Allied Sectors,1,Growth of Horticulture in Bihar ,"Area, Production and Yield of Rape and Mustard",2022-23,Area in Hectare,Bihar,Araria,109,Hectare,"
Directorate of Economics and Statistics, Government of Bihar"
H21,Agriculture and Allied Sectors,1,Growth of Horticulture in Bihar ,"Area, Production and Yield of Rape and Mustard",2022-23,Area in Hectare,Bihar,Katihar,3520,Hectare,"
Directorate of Economics and Statistics, Government of Bihar"
H21,Agriculture and Allied Sectors,1,Growth of Horticulture in Bihar ,"Area, Production and Yield of Rape and Mustard",2022-23,Production in Million Tonnes,Bihar,Patna,3594,Million Tonnes,"
Directorate of Economics and Statistics, Government of Bihar"
H21,Agriculture and Allied Sectors,1,Growth of Horticulture in Bihar ,"Area, Production and Yield of Rape and Mustard",2022-23,Production in Million Tonnes,Bihar,Nalanda,3693,Million Tonnes,"
Directorate of Economics and Statistics, Government of Bihar"
H21,Agriculture and Allied Sectors,1,Growth of Horticulture in Bihar ,"Area, Production and Yield of Rape and Mustard",2022-23,Production in Million Tonnes,Bihar,Bhojpur,1526,Million Tonnes,"
Directorate of Economics and Statistics, Government of Bihar"
H21,Agriculture and Allied Sectors,1,Growth of Horticulture in Bihar ,"Area, Production and Yield of Rape and Mustard",2022-23,Production in Million Tonnes,Bihar,Buxar,2043,Million Tonnes,"
Directorate of Economics and Statistics, Government of Bihar"
H21,Agriculture and Allied Sectors,1,Growth of Horticulture in Bihar ,"Area, Production and Yield of Rape and Mustard",2022-23,Production in Million Tonnes,Bihar,Rohtas,5387,Million Tonnes,"
Directorate of Economics and Statistics, Government of Bihar"
H21,Agriculture and Allied Sectors,1,Growth of Horticulture in Bihar ,"Area, Production and Yield of Rape and Mustard",2022-23,Production in Million Tonnes,Bihar,Kaimur (Bhabua),2460,Million Tonnes,"
Directorate of Economics and Statistics, Government of Bihar"
H21,Agriculture and Allied Sectors,1,Growth of Horticulture in Bihar ,"Area, Production and Yield of Rape and Mustard",2022-23,Production in Million Tonnes,Bihar,Gaya,844,Million Tonnes,"
Directorate of Economics and Statistics, Government of Bihar"
H21,Agriculture and Allied Sectors,1,Growth of Horticulture in Bihar ,"Area, Production and Yield of Rape and Mustard",2022-23,Production in Million Tonnes,Bihar,Jehanabad,207,Million Tonnes,"
Directorate of Economics and Statistics, Government of Bihar"
H21,Agriculture and Allied Sectors,1,Growth of Horticulture in Bihar ,"Area, Production and Yield of Rape and Mustard",2022-23,Production in Million Tonnes,Bihar,Arwal,245,Million Tonnes,"
Directorate of Economics and Statistics, Government of Bihar"
H21,Agriculture and Allied Sectors,1,Growth of Horticulture in Bihar ,"Area, Production and Yield of Rape and Mustard",2022-23,Production in Million Tonnes,Bihar,Nawada,366,Million Tonnes,"
Directorate of Economics and Statistics, Government of Bihar"
H21,Agriculture and Allied Sectors,1,Growth of Horticulture in Bihar ,"Area, Production and Yield of Rape and Mustard",2022-23,Production in Million Tonnes,Bihar,Aurangabad,3511,Million Tonnes,"
Directorate of Economics and Statistics, Government of Bihar"
H21,Agriculture and Allied Sectors,1,Growth of Horticulture in Bihar ,"Area, Production and Yield of Rape and Mustard",2022-23,Production in Million Tonnes,Bihar,Saran,5888,Million Tonnes,"
Directorate of Economics and Statistics, Government of Bihar"
H21,Agriculture and Allied Sectors,1,Growth of Horticulture in Bihar ,"Area, Production and Yield of Rape and Mustard",2022-23,Production in Million Tonnes,Bihar,Siwan,3059,Million Tonnes,"
Directorate of Economics and Statistics, Government of Bihar"
H21,Agriculture and Allied Sectors,1,Growth of Horticulture in Bihar ,"Area, Production and Yield of Rape and Mustard",2022-23,Production in Million Tonnes,Bihar,Gopalganj,3254,Million Tonnes,"
Directorate of Economics and Statistics, Government of Bihar"
H21,Agriculture and Allied Sectors,1,Growth of Horticulture in Bihar ,"Area, Production and Yield of Rape and Mustard",2022-23,Production in Million Tonnes,Bihar,Muzaffarpur,4428,Million Tonnes,"
Directorate of Economics and Statistics, Government of Bihar"
H21,Agriculture and Allied Sectors,1,Growth of Horticulture in Bihar ,"Area, Production and Yield of Rape and Mustard",2022-23,Production in Million Tonnes,Bihar,Purbi Champaran,2427,Million Tonnes,"
Directorate of Economics and Statistics, Government of Bihar"
H21,Agriculture and Allied Sectors,1,Growth of Horticulture in Bihar ,"Area, Production and Yield of Rape and Mustard",2022-23,Production in Million Tonnes,Bihar,Pashchim Champaran,5465,Million Tonnes,"
Directorate of Economics and Statistics, Government of Bihar"
H21,Agriculture and Allied Sectors,1,Growth of Horticulture in Bihar ,"Area, Production and Yield of Rape and Mustard",2022-23,Production in Million Tonnes,Bihar,Sitamarhi,257,Million Tonnes,"
Directorate of Economics and Statistics, Government of Bihar"
H21,Agriculture and Allied Sectors,1,Growth of Horticulture in Bihar ,"Area, Production and Yield of Rape and Mustard",2022-23,Production in Million Tonnes,Bihar,Sheohar,563,Million Tonnes,"
Directorate of Economics and Statistics, Government of Bihar"
H21,Agriculture and Allied Sectors,1,Growth of Horticulture in Bihar ,"Area, Production and Yield of Rape and Mustard",2022-23,Production in Million Tonnes,Bihar,Vaishali,5744,Million Tonnes,"
Directorate of Economics and Statistics, Government of Bihar"
H21,Agriculture and Allied Sectors,1,Growth of Horticulture in Bihar ,"Area, Production and Yield of Rape and Mustard",2022-23,Production in Million Tonnes,Bihar,Darbhanga,651,Million Tonnes,"
Directorate of Economics and Statistics, Government of Bihar"
H21,Agriculture and Allied Sectors,1,Growth of Horticulture in Bihar ,"Area, Production and Yield of Rape and Mustard",2022-23,Production in Million Tonnes,Bihar,Madhubani,325,Million Tonnes,"
Directorate of Economics and Statistics, Government of Bihar"
H21,Agriculture and Allied Sectors,1,Growth of Horticulture in Bihar ,"Area, Production and Yield of Rape and Mustard",2022-23,Production in Million Tonnes,Bihar,Samastipur,9503,Million Tonnes,"
Directorate of Economics and Statistics, Government of Bihar"
H21,Agriculture and Allied Sectors,1,Growth of Horticulture in Bihar ,"Area, Production and Yield of Rape and Mustard",2022-23,Production in Million Tonnes,Bihar,Begusarai,16748,Million Tonnes,"
Directorate of Economics and Statistics, Government of Bihar"
H21,Agriculture and Allied Sectors,1,Growth of Horticulture in Bihar ,"Area, Production and Yield of Rape and Mustard",2022-23,Production in Million Tonnes,Bihar,Munger,535,Million Tonnes,"
Directorate of Economics and Statistics, Government of Bihar"
H21,Agriculture and Allied Sectors,1,Growth of Horticulture in Bihar ,"Area, Production and Yield of Rape and Mustard",2022-23,Production in Million Tonnes,Bihar,Sheikhpura,729,Million Tonnes,"
Directorate of Economics and Statistics, Government of Bihar"
H21,Agriculture and Allied Sectors,1,Growth of Horticulture in Bihar ,"Area, Production and Yield of Rape and Mustard",2022-23,Production in Million Tonnes,Bihar,Lakhisarai,5072,Million Tonnes,"
Directorate of Economics and Statistics, Government of Bihar"
H21,Agriculture and Allied Sectors,1,Growth of Horticulture in Bihar ,"Area, Production and Yield of Rape and Mustard",2022-23,Production in Million Tonnes,Bihar,Jamui,1293,Million Tonnes,"
Directorate of Economics and Statistics, Government of Bihar"
H21,Agriculture and Allied Sectors,1,Growth of Horticulture in Bihar ,"Area, Production and Yield of Rape and Mustard",2022-23,Production in Million Tonnes,Bihar,Khagaria,3437,Million Tonnes,"
Directorate of Economics and Statistics, Government of Bihar"
H21,Agriculture and Allied Sectors,1,Growth of Horticulture in Bihar ,"Area, Production and Yield of Rape and Mustard",2022-23,Production in Million Tonnes,Bihar,Bhagalpur,1430,Million Tonnes,"
Directorate of Economics and Statistics, Government of Bihar"
H21,Agriculture and Allied Sectors,1,Growth of Horticulture in Bihar ,"Area, Production and Yield of Rape and Mustard",2022-23,Production in Million Tonnes,Bihar,Banka,478,Million Tonnes,"
Directorate of Economics and Statistics, Government of Bihar"
H21,Agriculture and Allied Sectors,1,Growth of Horticulture in Bihar ,"Area, Production and Yield of Rape and Mustard",2022-23,Production in Million Tonnes,Bihar,Saharsa,956,Million Tonnes,"
Directorate of Economics and Statistics, Government of Bihar"
H21,Agriculture and Allied Sectors,1,Growth of Horticulture in Bihar ,"Area, Production and Yield of Rape and Mustard",2022-23,Production in Million Tonnes,Bihar,Supaul,1155,Million Tonnes,"
Directorate of Economics and Statistics, Government of Bihar"
H21,Agriculture and Allied Sectors,1,Growth of Horticulture in Bihar ,"Area, Production and Yield of Rape and Mustard",2022-23,Production in Million Tonnes,Bihar,Madhepura,1199,Million Tonnes,"
Directorate of Economics and Statistics, Government of Bihar"
H21,Agriculture and Allied Sectors,1,Growth of Horticulture in Bihar ,"Area, Production and Yield of Rape and Mustard",2022-23,Production in Million Tonnes,Bihar,Purnea,478,Million Tonnes,"
Directorate of Economics and Statistics, Government of Bihar"
H21,Agriculture and Allied Sectors,1,Growth of Horticulture in Bihar ,"Area, Production and Yield of Rape and Mustard",2022-23,Production in Million Tonnes,Bihar,Kishanganj,1608,Million Tonnes,"
Directorate of Economics and Statistics, Government of Bihar"
H21,Agriculture and Allied Sectors,1,Growth of Horticulture in Bihar ,"Area, Production and Yield of Rape and Mustard",2022-23,Production in Million Tonnes,Bihar,Araria,175,Million Tonnes,"
Directorate of Economics and Statistics, Government of Bihar"
H21,Agriculture and Allied Sectors,1,Growth of Horticulture in Bihar ,"Area, Production and Yield of Rape and Mustard",2022-23,Production in Million Tonnes,Bihar,Katihar,6044,Million Tonnes,"
Directorate of Economics and Statistics, Government of Bihar"
